ScreenTime,SleepHours,LateNightUsage,ActivityLevel,DietQuality,SittingTime,InactivityPeriods,StressLevel,Gender,MealsPerDay,CalorieIntake,BMI,Fatigue,dopamine_score,lifestyle_risk,health_score,bmi_category,FutureHealthRisk,DiabetesRisk,AnemiaRisk,PCOSRisk
4,6.7,1,1,1,9,3,2,1,5,3323,24.515595463137995,Medium,2.5,4.4,3.28,1,Medium,Medium,Medium,Medium
8,5.9,0,1,0,7,0,2,0,4,2930,22.647376960519203,High,4.0,2.9000000000000004,2.66,1,High,High,High,High
6,4.5,0,0,1,10,2,0,1,1,419,28.16249373095173,High,3.0,3.6,2.1,2,Medium,Medium,Medium,Medium
7,7.2,1,2,1,8,2,0,1,2,1552,33.20312499999999,Medium,4.0,3.0,3.78,3,Medium,Medium,Medium,Low
1,7.2,0,1,2,5,4,1,0,1,409,17.506389832288786,Medium,0.5,3.1,3.78,0,Low,Low,Low,Low
1,5.8,1,2,2,9,0,0,0,5,3253,23.1084345786212,Medium,1.0,2.7,3.52,1,Low,Low,Low,Low
2,5.0,0,1,2,9,2,1,1,1,70,26.25958474843318,Medium,1.0,3.7,2.9,2,Medium,Low,Medium,Medium
4,6.7,1,2,0,8,0,2,0,5,3411,21.461936624163616,Medium,2.5,3.2,3.28,1,Medium,Medium,High,Medium
6,7.6,1,1,0,8,1,0,0,5,2660,15.74074074074074,Medium,3.5,2.7,3.34,0,Medium,Medium,Medium,Low
4,4.9,0,0,0,9,1,0,0,3,1821,20.04744562130375,Medium,2.0,3.0,1.96,1,Medium,Medium,Medium,Medium
5,5.9,1,1,0,9,0,1,0,4,2723,18.13201651170865,Medium,3.0,3.1,2.66,0,Medium,Medium,Medium,Medium
7,5.8,0,0,2,5,2,2,1,1,849,27.39817568244846,High,3.5,2.9000000000000004,2.92,2,Medium,High,Medium,High
2,4.1,0,2,2,3,4,0,1,4,2753,25.029760996306585,Low,1.0,2.1,2.84,2,Low,Low,Low,Low
6,5.0,1,0,1,6,0,0,1,1,1274,28.25096980941137,High,3.5,1.7999999999999998,2.3,2,Medium,Medium,Medium,Medium
1,4.2,0,0,2,11,3,0,1,1,927,29.17488494411571,Medium,0.5,4.199999999999999,2.28,2,Medium,Medium,Medium,Medium
2,7.9,0,2,2,9,4,2,1,1,1267,17.99816345270891,Medium,1.0,4.699999999999999,4.36,0,Low,Low,Medium,Medium
2,7.1,1,0,2,11,4,2,1,4,2783,15.292905964233327,High,1.5,5.3,3.44,0,Medium,Medium,Low,Medium
8,5.2,1,0,1,4,0,0,0,5,3473,27.73229977613685,High,4.5,1.2,2.38,2,Medium,High,Medium,Medium
7,7.3,0,0,1,6,2,1,0,2,1784,28.19692120103642,Medium,3.5,2.8,3.22,2,Medium,High,Medium,Medium
4,5.4,0,2,2,8,3,2,0,2,1014,16.245274102079396,Medium,2.0,4.1,3.3600000000000003,0,Medium,Low,Medium,Medium
2,6.9,1,2,0,7,4,2,0,2,1448,25.5649539199596,Medium,1.5,4.1,3.3600000000000003,2,Medium,Low,High,Medium
4,7.6,1,0,2,5,4,2,0,4,2849,21.604938271604937,Medium,2.5,3.5,3.64,1,Medium,High,Low,Medium
2,6.8,0,0,0,7,0,2,1,1,1188,21.91358024691358,Medium,1.0,2.9000000000000004,2.72,1,High,Medium,High,Medium
5,7.1,0,2,0,11,0,1,1,1,1110,25.55932915514163,Medium,2.5,3.7,3.44,2,Medium,Low,High,Medium
5,5.4,1,0,0,6,2,2,0,3,2394,19.10009182736456,High,3.0,3.2,2.16,1,High,High,High,High
3,6.9,0,2,0,4,3,1,0,2,1330,25.461980633463213,Low,1.5,2.5,3.3600000000000003,2,Medium,Low,High,Medium
5,7.5,1,2,1,4,0,1,0,1,1763,24.22022684310019,Low,3.0,1.6,3.9,1,Medium,Medium,Medium,Low
5,7.8,1,0,2,10,3,2,0,1,313,21.33821063862216,High,3.0,4.7,3.72,1,Medium,Medium,Medium,Medium
7,7.7,1,0,1,4,2,2,0,2,1622,32.0,High,4.0,2.6,3.38,3,High,High,Medium,High
8,7.8,1,0,0,10,0,1,0,4,2839,28.735632183908045,High,4.5,3.4,3.12,2,Medium,High,Medium,Medium
8,4.8,1,2,2,6,4,1,0,4,2506,31.20917404557991,High,4.5,3.4,3.12,3,Medium,Medium,Low,Medium
5,7.8,1,1,0,6,2,1,1,2,1613,18.961927424152293,Low,3.0,2.8,3.42,1,Medium,Medium,Medium,Medium
5,6.6,0,0,1,10,2,2,1,5,3431,17.68978885166924,Medium,2.5,4.4,2.94,0,Medium,High,Medium,Medium
6,6.7,0,2,1,5,0,1,1,4,2559,29.9687825182102,Low,3.0,1.9,3.58,2,Medium,Medium,Medium,Medium
7,5.1,0,2,1,7,1,0,1,1,519,34.131113423517164,High,3.5,2.4,2.94,3,Medium,Low,Medium,Medium
8,4.2,1,1,0,5,0,1,0,1,1428,26.813590449954088,High,4.5,1.9,1.98,2,High,Medium,High,Medium
1,6.0,1,2,2,3,4,2,1,1,1232,17.99015275849009,Medium,1.0,2.8999999999999995,3.6000000000000005,0,Medium,Low,Medium,Medium
3,6.0,1,1,1,7,4,1,0,1,1503,22.39541341933172,Low,2.0,3.7,3.0,1,Medium,Medium,Medium,Medium
6,4.0,0,0,2,5,0,0,0,1,1553,19.23018222886969,High,3.0,1.5,2.2,1,Medium,Medium,Low,Medium
1,6.3,0,2,2,9,3,1,0,4,2554,22.03856749311295,Low,0.5,4.0,3.72,1,Low,Low,Low,Low
3,6.9,1,0,2,4,1,2,1,3,2212,16.975308641975307,Medium,2.0,2.3,3.3600000000000003,0,Medium,Medium,Low,Medium
1,7.5,0,0,2,7,1,2,0,1,1613,14.19753086419753,Medium,0.5,3.2,3.6,0,Medium,Medium,Medium,Medium
7,7.7,1,2,1,11,4,1,0,1,817,25.5649539199596,Medium,4.0,4.9,3.98,2,Medium,Medium,Medium,Medium
8,6.4,0,0,0,6,2,0,1,1,552,21.35991456034176,High,4.0,2.4,2.5600000000000005,1,Medium,Medium,Medium,Medium
2,6.1,0,0,2,8,3,1,0,1,229,18.90359168241966,Medium,1.0,3.7,3.04,1,Medium,Medium,Medium,Medium
7,6.9,0,1,0,5,2,0,0,2,1386,30.844415958980928,Medium,3.5,2.1,3.06,3,Medium,Medium,Medium,Medium
2,4.5,0,1,2,6,2,1,1,1,266,21.952479338842977,Medium,1.0,2.8,2.7,1,Medium,Low,Medium,Medium
3,6.3,0,2,1,2,3,2,1,1,1387,27.94309769197271,Medium,1.5,2.3,3.42,2,Medium,Medium,Medium,Medium
8,6.2,0,2,2,9,3,2,1,4,2599,27.769797950780426,Medium,4.0,4.4,3.6800000000000006,2,Medium,Medium,Medium,Medium
3,7.5,1,2,2,9,0,2,1,3,2394,22.052190183434128,Medium,2.0,3.5,4.2,1,Medium,Medium,Low,Medium
4,6.4,1,1,1,5,0,2,0,3,1958,20.83070319404116,Medium,2.5,2.3,3.16,1,Medium,Medium,Medium,Medium
5,5.2,0,1,1,4,4,2,0,2,1164,16.3265306122449,Medium,2.5,3.2,2.68,0,Medium,Medium,High,Medium
8,6.4,0,1,0,3,0,0,0,3,1817,26.173832551310287,Medium,4.0,0.8999999999999999,2.8600000000000003,2,Medium,Medium,Medium,Medium
3,5.0,1,0,2,4,1,2,1,4,2739,19.921875,High,2.0,2.3,2.6,1,Medium,High,Medium,High
7,6.1,1,2,2,8,2,2,0,2,902,23.529411764705884,Medium,4.0,3.8,3.64,1,Medium,Medium,Medium,Medium
6,4.2,1,1,2,4,1,0,1,1,897,23.53304270668569,High,3.5,1.5,2.58,1,Medium,Medium,Medium,Medium
7,6.1,0,0,2,8,3,1,0,4,3102,29.402273297715947,Medium,3.5,3.7,3.04,2,Medium,High,Low,High
1,4.9,1,1,1,2,2,1,1,4,2634,22.948115744558788,Medium,1.0,1.6,2.56,1,Medium,Medium,Medium,Medium
7,5.9,1,0,2,8,4,0,1,3,2262,22.64086462471699,High,4.0,3.6,2.9600000000000004,1,Medium,High,Low,Medium
4,7.2,0,2,2,5,1,1,1,5,3433,31.64036817882972,Low,2.0,2.2,4.08,3,Medium,Medium,Low,Medium
5,6.4,1,0,2,8,1,1,1,1,216,24.675500270416443,Medium,3.0,3.1,3.1600000000000006,1,Medium,Medium,Medium,Medium
2,7.7,1,2,1,2,3,0,1,1,1719,16.464359504132233,Medium,1.5,1.5,3.98,0,Low,Low,Low,Low
2,4.4,0,1,2,5,4,1,1,3,2176,25.94548395958609,Low,1.0,3.1,2.66,2,Medium,Medium,Medium,Medium
2,7.0,0,0,2,10,3,2,0,1,1267,22.13673973000436,Medium,1.0,4.7,3.4000000000000004,1,Medium,Medium,Medium,Medium
8,5.8,1,1,0,6,0,2,1,2,1703,21.85727788279773,High,4.5,2.6,2.62,1,High,Medium,High,High
1,6.7,0,2,2,3,2,1,1,2,921,17.306122448979593,Low,0.5,1.9,3.88,0,Low,Low,Low,Low
7,7.9,1,2,0,4,4,2,1,4,3249,25.10387811634349,High,4.0,3.2,3.76,2,Medium,Medium,Medium,Medium
1,4.7,1,2,0,3,1,0,1,1,689,30.83289382936428,High,1.0,1.2,2.48,3,Medium,Low,High,Low
6,5.4,1,2,1,5,0,1,1,1,967,26.395803401383272,High,3.5,1.9,3.06,2,Medium,Low,Medium,Medium
8,6.3,1,1,2,8,1,0,0,2,1381,20.227025721531216,Medium,4.5,2.7,3.42,1,Low,Medium,Low,Low
2,7.9,0,2,1,6,1,2,1,5,3074,23.301094832264035,Low,1.0,2.8999999999999995,4.0600000000000005,1,Medium,Medium,Medium,Medium
1,5.0,0,1,1,8,2,2,1,1,842,20.43816558499767,Medium,0.5,3.8,2.6,1,Medium,Medium,High,Medium
6,4.1,1,1,2,2,1,0,1,1,96,21.6712580348944,High,3.5,0.8999999999999999,2.54,1,Medium,Low,Medium,Medium
6,7.3,0,1,2,6,2,0,1,2,1425,22.22222222222222,Low,3.0,2.4,3.82,1,Low,Medium,Low,Low
6,6.1,1,0,1,2,1,2,1,1,1259,36.571334648257725,High,3.5,1.7,2.74,3,High,High,Medium,High
7,7.3,0,2,2,10,4,0,1,3,1988,26.03749399134753,Medium,3.5,4.2,4.12,2,Low,Medium,Low,Low
6,6.7,1,2,0,8,2,2,1,2,1341,24.675500270416443,High,3.5,3.8,3.28,1,Medium,Medium,High,Medium
5,6.6,1,1,2,8,2,0,0,4,3307,20.83070319404116,Low,3.0,3.0,3.54,1,Low,Medium,Low,Low
7,7.9,1,0,0,6,3,0,0,3,2421,18.961927424152293,Medium,4.0,2.7,3.16,1,Medium,Medium,Medium,Medium
6,5.4,0,2,1,8,1,1,1,1,487,32.690541781450875,High,3.0,3.1,3.06,3,Medium,Medium,Medium,Medium
5,6.2,1,2,1,4,1,0,1,3,2356,30.47052154195012,Low,3.0,1.5,3.3800000000000003,3,Medium,Medium,Medium,Low
6,4.6,0,2,1,3,1,0,0,1,1027,25.72103221453871,Medium,3.0,1.2,2.74,2,Medium,Low,Medium,Low
6,4.4,1,0,2,11,2,1,1,1,1740,27.734375,High,3.5,4.3,2.3600000000000003,2,Medium,High,Medium,High
6,5.4,1,1,2,5,4,0,1,3,2435,29.76083760622468,Medium,3.5,2.7,3.06,2,Medium,Medium,Low,Medium
7,4.4,0,2,2,3,2,0,0,1,1773,34.96357960457856,High,3.5,1.5,2.9600000000000004,3,Medium,Medium,Low,Medium
4,6.1,1,1,0,2,1,2,1,3,2244,22.28259210646805,Medium,2.5,1.7,2.74,1,Medium,Medium,High,Medium
2,7.1,1,0,2,11,2,2,1,2,1013,35.55555555555556,High,1.5,4.7,3.44,3,Medium,High,Medium,High
4,4.0,0,0,1,3,0,0,0,1,143,24.0569347455645,Medium,2.0,0.8999999999999999,1.9,1,Medium,Medium,Medium,Medium
4,7.6,1,2,2,5,0,2,1,4,3161,22.981901752370007,Medium,2.5,2.3,4.24,1,Medium,Medium,Low,Medium
6,7.6,1,1,1,7,0,2,1,4,3303,20.45114617990904,Medium,3.5,2.9000000000000004,3.64,1,Medium,Medium,Medium,Medium
2,7.0,1,2,2,4,4,0,1,1,998,34.62603878116344,Medium,1.5,2.4,4.0,3,Low,Low,Low,Low
8,4.8,1,2,2,6,4,0,1,4,3290,30.38501560874089,High,4.5,3.0,3.12,3,Medium,Medium,Low,Medium
8,6.4,1,1,0,7,2,0,1,1,537,30.11099051153672,High,4.5,2.7,2.8600000000000003,3,Medium,Medium,Medium,Medium
5,5.1,0,1,2,2,4,2,1,2,1789,26.106562240417706,Medium,2.5,2.6,2.94,2,Medium,Medium,Medium,High
5,6.3,0,0,2,8,4,2,0,5,2776,30.457655947153988,Medium,2.5,4.4,3.12,3,Medium,High,Low,High
8,6.9,0,1,1,5,2,0,0,2,934,22.34029706557179,Low,4.0,2.1,3.36,1,Medium,Medium,Medium,Low
6,5.4,0,1,2,6,0,1,0,4,2694,24.977043158861346,Medium,3.0,2.2,3.06,1,Medium,Medium,Low,Medium
5,7.6,0,0,1,4,0,0,0,1,310,32.03124999999999,Medium,2.5,1.2,3.34,3,Medium,Medium,Medium,Medium
3,5.1,0,0,2,11,2,2,0,3,1991,21.484375,High,1.5,4.7,2.64,1,Medium,Medium,Medium,High
5,5.6,0,0,0,9,4,2,1,4,3332,28.604764951635367,High,2.5,4.699999999999999,2.24,2,High,High,High,High
7,6.3,1,2,1,6,3,2,1,1,446,28.06642386982525,High,4.0,3.5,3.42,2,Medium,Medium,Medium,Medium
8,6.5,0,2,1,2,3,2,1,5,2668,24.21875,Medium,4.0,2.3,3.5,1,Medium,Medium,Medium,Medium
8,5.1,1,1,0,10,3,1,0,4,3400,19.84066420438937,High,4.5,4.3,2.34,1,Medium,Medium,Medium,Medium
1,4.1,0,1,0,2,0,0,0,2,1152,29.31985648701825,Medium,0.5,0.6,1.94,2,Medium,Medium,High,Medium
6,5.5,0,1,0,5,0,2,0,4,2668,36.160420775805385,High,3.0,2.3,2.5,3,High,High,High,High
2,6.6,0,1,2,11,2,1,1,3,2322,28.841531805800347,Low,1.0,4.3,3.54,2,Medium,Medium,Low,Medium
3,5.5,0,2,2,10,0,1,1,3,1898,17.056176513282043,Medium,1.5,3.4,3.4000000000000004,0,Low,Low,Low,Low
4,6.6,1,2,2,2,1,2,1,5,2705,22.66270867247598,Medium,2.5,1.7,3.84,1,Medium,Medium,Low,Medium
4,5.7,1,0,2,2,3,0,0,4,3014,21.258503401360542,Medium,2.5,1.5,2.8800000000000003,1,Medium,Medium,Low,Medium
1,7.0,1,0,0,10,2,0,0,3,2396,22.67573696145125,Medium,1.0,3.6,2.8000000000000003,1,Medium,Medium,Medium,Low
7,4.9,0,2,1,6,3,0,1,3,2476,22.76943835385394,Medium,3.5,2.7,2.86,1,Medium,Medium,Medium,Low
6,6.7,1,0,0,10,4,1,0,1,66,24.187046492878256,High,3.5,4.6000000000000005,2.68,1,Medium,Medium,High,Medium
8,4.8,0,0,1,7,4,2,0,5,3057,23.291229956104985,High,4.0,4.1,2.22,1,High,High,Medium,High
7,7.9,0,0,2,2,0,1,1,1,784,26.5625,Medium,3.5,1.0,3.76,2,Medium,Medium,Low,Medium
7,4.7,0,2,0,8,3,1,0,5,3061,15.193552648962877,High,3.5,3.7,2.48,0,Medium,Medium,High,Medium
4,5.8,1,2,2,8,1,2,1,2,1308,28.67262607522348,Medium,2.5,3.5,3.52,2,Medium,Medium,Medium,Medium
3,5.4,0,0,1,5,4,0,1,4,3439,29.384756657483933,Medium,1.5,2.7,2.46,2,Medium,High,Medium,Medium
5,5.1,0,1,2,4,4,1,1,1,257,22.50692520775624,Medium,2.5,2.8,2.94,1,Medium,Medium,Medium,Medium
7,4.0,0,1,1,9,0,0,0,1,738,23.30905306971904,High,3.5,2.7,2.2,1,Medium,Medium,Medium,Medium
1,7.5,1,1,0,8,2,1,0,3,2444,28.94609885531336,Low,1.0,3.4,3.3,2,Medium,Medium,Medium,Medium
8,6.7,0,1,0,6,0,1,1,1,887,25.697069943289225,Medium,4.0,2.2,2.98,2,Medium,Medium,High,Medium
5,6.1,1,2,2,2,1,0,1,1,1274,24.41927902078691,Low,3.0,0.8999999999999999,3.64,1,Low,Low,Low,Low
5,6.2,0,1,2,10,0,2,0,2,886,24.22022684310019,Medium,2.5,3.8,3.3800000000000003,1,Medium,Medium,Medium,Medium
1,7.6,0,1,0,5,0,1,0,3,1928,32.89329415376518,Low,0.5,1.9,3.34,3,Medium,Medium,Medium,Medium
3,5.6,1,2,1,2,2,2,0,1,395,34.33509509663978,High,2.0,2.0,3.14,3,Medium,Medium,High,Medium
6,7.9,0,1,0,11,0,0,0,1,723,25.925925925925924,High,3.0,3.3,3.46,2,Medium,Medium,Medium,Low
2,5.9,0,1,1,9,1,1,1,1,1180,23.38868655818771,Medium,1.0,3.3999999999999995,2.96,1,Medium,Medium,Medium,Medium
6,5.0,1,0,2,9,2,0,0,5,3347,22.024322512687924,High,3.5,3.3,2.6,1,Medium,High,Low,Medium
8,6.0,1,0,0,2,4,2,1,3,2030,21.707923392038097,High,4.5,2.6,2.4000000000000004,1,High,High,High,High
1,6.0,1,2,2,11,2,1,0,4,3321,19.6232339089482,Low,1.0,4.3,3.6000000000000005,1,Low,Medium,Low,Low
2,7.1,1,2,2,5,4,1,0,1,1221,14.693877551020408,Medium,1.5,3.1,4.04,0,Low,Low,Low,Low
4,5.3,0,1,2,7,0,1,1,2,1174,32.4354258138523,Medium,2.0,2.5,3.02,3,Medium,Medium,Medium,Medium
5,6.7,1,0,0,3,3,0,0,2,1542,25.847768218818715,Medium,3.0,1.7999999999999998,2.68,2,Medium,Medium,Medium,Medium
6,6.1,1,2,2,6,3,1,0,2,1795,30.11940191473341,Medium,3.5,3.1,3.64,3,Medium,Medium,Low,Medium
5,5.2,0,0,2,5,0,0,1,4,2819,28.93406890166274,Medium,2.5,1.5,2.68,2,Medium,High,Low,Medium
5,7.5,1,1,2,10,1,2,1,1,1116,17.968749999999996,High,3.0,4.1,3.9,0,Medium,Medium,Medium,Medium
2,4.1,0,1,0,8,4,0,1,4,3292,22.20408163265306,Medium,1.0,3.6,1.94,1,Medium,Medium,Medium,Medium
4,5.2,1,2,2,8,3,1,0,4,3242,28.08988764044944,Medium,2.5,3.7,3.28,2,Medium,Medium,Low,Medium
6,7.4,0,1,1,9,3,0,0,2,1292,21.007667798746542,Medium,3.0,3.6,3.56,1,Medium,Medium,Medium,Low
5,7.0,0,1,2,11,1,1,1,1,634,25.65437239738252,Medium,2.5,4.0,3.7,2,Medium,Medium,Low,Medium
3,6.1,1,1,0,10,4,0,1,5,2778,34.17488999957281,Medium,2.0,4.2,2.74,3,Medium,Medium,Medium,Medium
8,5.9,0,1,0,2,4,1,1,1,1323,19.83471074380165,High,4.0,2.2,2.66,1,Medium,Medium,High,Medium
6,7.9,1,2,1,9,4,2,1,1,319,18.507766003774133,High,3.5,4.699999999999999,4.0600000000000005,1,Medium,Low,Medium,Medium
7,4.4,1,2,1,8,4,0,0,3,1961,30.120481927710845,High,4.0,3.6,2.66,3,Medium,Medium,Medium,Medium
1,7.2,0,1,1,7,0,0,1,2,942,24.816326530612244,Low,0.5,2.1,3.48,1,Low,Low,Medium,Low
1,5.0,0,2,1,4,3,2,0,4,2972,22.724403484408533,Medium,0.5,2.8999999999999995,2.9,1,Medium,Medium,Medium,Medium
7,5.7,0,2,0,7,3,0,1,4,3189,29.03178980984178,Medium,3.5,3.0,2.8800000000000003,2,Medium,Medium,Medium,Low
2,6.0,0,0,2,4,3,1,1,5,2713,24.343809494085704,Low,1.0,2.5,3.0000000000000004,1,Medium,Medium,Low,Medium
4,6.6,1,2,1,9,1,1,1,3,2270,23.87543252595156,Low,2.5,3.3999999999999995,3.54,1,Medium,Medium,Medium,Medium
5,6.2,1,2,1,5,1,0,0,1,1427,18.07851239669421,Low,3.0,1.8,3.3800000000000003,0,Low,Low,Medium,Low
6,4.8,0,0,2,7,3,2,0,4,3403,16.464359504132233,High,3.0,3.8,2.52,0,Medium,High,Medium,High
1,5.8,0,2,0,7,1,1,1,1,1385,15.78083575306148,Medium,0.5,2.8,2.92,0,Medium,Low,High,Low
4,6.0,1,2,1,9,2,1,0,1,1260,23.95122659311947,Medium,2.5,3.7,3.3000000000000003,1,Medium,Low,Medium,Medium
3,6.8,1,1,0,5,2,1,0,2,1322,24.83576349943919,Low,2.0,2.5,3.02,1,Medium,Medium,High,Medium
1,5.6,0,1,2,6,4,2,1,3,2178,35.74950690335305,Medium,0.5,3.8,3.14,3,Medium,Medium,Medium,High
7,6.1,0,2,0,8,3,1,0,2,1539,16.528925619834713,Medium,3.5,3.7,3.04,0,Medium,Low,High,Medium
7,4.7,0,2,1,2,4,0,0,5,2822,30.83653053175087,Medium,3.5,1.7999999999999998,2.78,3,Medium,Medium,Medium,Medium
8,7.0,1,2,1,8,1,1,1,4,3273,14.527376033057852,Medium,4.5,3.1,3.7,0,Medium,Medium,Medium,Low
8,4.7,1,2,2,8,1,2,0,5,3149,23.301094832264035,High,4.5,3.5,3.08,1,Medium,Medium,Medium,Medium
1,4.6,1,0,1,11,1,1,0,1,436,28.735632183908045,High,1.0,4.0,2.14,2,Medium,Medium,Medium,Medium
1,5.7,1,0,0,8,0,0,0,4,2672,33.91251333638164,High,1.0,2.4,2.28,3,Medium,Medium,Medium,Medium
8,5.3,1,0,0,3,3,0,0,5,2610,38.08864265927978,High,4.5,1.7999999999999998,2.12,3,High,High,Medium,Medium
7,7.6,0,2,2,3,4,1,1,1,69,25.94548395958609,Medium,3.5,2.5,4.24,2,Low,Low,Low,Medium
5,6.7,1,2,2,9,1,2,1,1,266,19.473406629072173,High,3.0,3.8,3.88,1,Medium,Low,Medium,Medium
3,5.4,0,2,2,6,3,1,1,1,25,21.29529475392104,Medium,1.5,3.1,3.3600000000000003,1,Low,Low,Medium,Medium
8,6.6,1,2,0,10,4,0,1,1,338,33.320517749583495,High,4.5,4.2,3.24,3,Medium,Low,Medium,Medium
3,5.7,0,0,2,9,0,2,0,3,2465,29.40292024457884,High,1.5,3.5,2.8800000000000003,2,Medium,High,Medium,High
4,5.0,0,0,2,7,3,0,1,3,2343,32.046146450889275,Medium,2.0,3.0,2.6,3,Medium,High,Low,Medium
2,4.7,0,2,0,10,0,0,0,2,1396,22.052190183434128,Medium,1.0,3.0,2.48,1,Medium,Low,High,Low
3,6.2,1,0,1,3,1,2,0,1,20,23.291229956104985,High,2.0,2.0,2.78,1,Medium,Medium,High,High
2,7.2,0,2,0,5,4,0,1,2,926,16.955017301038065,Low,1.0,2.7,3.4800000000000004,0,Low,Low,Medium,Low
6,5.7,0,2,0,5,3,1,0,1,1528,18.25310978907518,High,3.0,2.8,2.8800000000000003,0,Medium,Low,High,Medium
4,6.9,1,1,2,7,0,2,1,3,2062,15.36970830966621,Medium,2.5,2.9000000000000004,3.66,0,Medium,Medium,Medium,Medium
3,5.2,0,2,0,3,3,1,0,4,2732,22.03856749311295,Medium,1.5,2.2,2.68,1,Medium,Medium,High,Medium
8,4.5,0,1,2,11,3,2,0,1,1097,24.9680097375238,High,4.0,4.999999999999999,2.7,1,Medium,Medium,Medium,High
6,5.1,1,0,2,3,1,0,0,1,945,19.140625,High,3.5,1.2,2.64,1,Medium,Medium,Low,Medium
7,5.2,1,0,0,4,3,2,0,5,2802,19.49317738791424,High,4.0,2.8999999999999995,2.08,1,High,High,High,High
5,7.0,1,1,1,9,4,1,1,1,833,15.703832403354603,Medium,3.0,4.3,3.4,0,Medium,Medium,Medium,Medium
2,7.3,0,0,0,2,3,2,0,1,60,28.25096980941137,High,1.0,2.3,2.92,2,High,Medium,High,High
3,5.4,0,2,2,9,1,2,0,1,263,28.30599506459573,High,1.5,3.8,3.3600000000000003,2,Medium,Low,Medium,Medium
2,6.6,1,1,2,8,1,2,0,1,1269,21.75546853368142,Medium,1.5,3.5,3.54,1,Medium,Medium,Medium,Medium
1,6.7,1,2,0,4,1,0,1,4,3016,27.239224483255885,Low,1.0,1.5,3.28,2,Medium,Low,Medium,Low
8,4.5,1,2,2,5,2,2,0,2,973,28.80441397216925,High,4.5,2.9000000000000004,3.0,2,Medium,Medium,Medium,High
5,5.2,0,1,2,10,3,1,0,2,1083,25.076193048107708,Medium,2.5,4.3,2.98,2,Medium,Medium,Medium,Medium
3,4.7,1,1,0,7,0,0,0,3,2033,22.66270867247598,Medium,2.0,2.1,2.18,1,Medium,Medium,Medium,Medium
5,5.5,1,1,1,6,2,0,0,3,2455,29.864958448753463,Medium,3.0,2.4,2.8,2,Medium,Medium,Medium,Medium
2,7.3,1,2,0,4,3,2,0,3,2079,26.448979591836736,Medium,1.5,2.8999999999999995,3.52,2,Medium,Medium,High,Medium
6,6.9,0,1,2,4,2,1,1,4,3061,24.977043158861346,Low,3.0,2.2,3.66,1,Medium,Medium,Low,Medium
3,6.7,0,1,2,5,3,2,1,1,128,28.353057199211044,Medium,1.5,3.2,3.58,2,Medium,Medium,Medium,Medium
5,5.2,1,2,2,3,3,0,0,5,2818,23.83673469387756,Medium,3.0,1.7999999999999998,3.28,1,Low,Medium,Low,Low
1,5.1,1,1,2,6,0,0,1,2,1549,28.62879238548484,Medium,1.0,1.7999999999999998,2.94,2,Low,Medium,Low,Medium
7,6.7,0,2,2,8,2,2,0,3,1905,28.577960676726104,Medium,3.5,3.8,3.88,2,Medium,Medium,Medium,Medium
4,5.7,0,1,0,10,2,2,0,4,2962,20.830817534114235,High,2.0,4.4,2.58,1,Medium,Medium,High,Medium
7,4.8,0,2,2,2,3,0,0,3,2257,28.73469387755102,Medium,3.5,1.5,3.12,2,Medium,Medium,Low,Medium
8,6.8,0,1,0,6,4,1,1,1,493,32.0,High,4.0,3.4,3.02,3,Medium,Medium,High,Medium
2,7.9,1,2,1,9,0,0,0,4,2618,14.19753086419753,Medium,1.5,2.7,4.0600000000000005,0,Low,Low,Low,Low
2,4.3,1,1,0,10,4,0,1,4,2968,21.35779559539232,Medium,1.5,4.2,2.02,1,Medium,Medium,Medium,Low
4,7.5,0,1,1,3,0,0,1,1,1562,20.902385858042937,Low,2.0,0.8999999999999999,3.6,1,Low,Medium,Medium,Low
8,6.9,0,1,2,8,2,0,0,1,887,36.35734072022161,Medium,4.0,3.0,3.66,3,Medium,Medium,Low,Medium
6,6.3,0,2,2,11,0,1,0,4,3064,23.384353741496604,Medium,3.0,3.7,3.72,1,Medium,Medium,Low,Medium
6,4.6,1,0,0,9,0,1,1,4,2683,19.1358024691358,High,3.5,3.1,1.84,1,High,High,High,Medium
7,4.4,1,0,2,6,0,2,0,2,1353,25.529644871208653,High,4.0,2.6,2.3600000000000003,2,High,High,Medium,High
8,7.3,0,2,1,7,1,2,1,1,647,24.034407151290267,High,4.0,3.2,3.82,1,Medium,Medium,Medium,Medium
3,7.8,1,1,2,3,1,1,1,2,1117,29.3946871824648,Low,2.0,1.6,4.02,2,Medium,Medium,Low,Medium
4,7.5,1,1,0,2,3,2,0,3,2438,17.577068685776098,Medium,2.5,2.3,3.3,0,Medium,Medium,High,Medium
1,6.7,1,0,1,2,3,0,0,2,841,26.25958474843318,Low,1.0,1.5,2.98,2,Medium,Medium,Medium,Medium
3,7.4,1,1,2,4,3,1,0,3,2463,19.003908350962742,Low,2.0,2.5,3.86,1,Medium,Medium,Low,Medium
3,4.5,1,2,0,11,3,1,1,1,314,15.567290375751655,High,2.0,4.6,2.4,0,Medium,Low,High,Medium
2,4.1,0,2,0,3,3,0,1,4,2667,25.558846200657225,Medium,1.0,1.7999999999999998,2.24,2,Medium,Low,Medium,Low
8,5.9,0,2,1,11,3,0,1,2,873,22.981901752370007,Medium,4.0,4.199999999999999,3.26,1,Medium,Low,Medium,Low
6,7.6,0,0,1,11,1,2,1,5,3025,25.854639471416256,High,3.0,4.4,3.34,2,Medium,High,Medium,High
